id_num,Term,Tuition,Fee,Room,Meal,All_Charges,Gordon_Gift,Gordon_Unfunded_Gift,Gordon_Funded_Gift,Loans,Total_Gift,TR,Tot_aid,TF_Net_price,Tot_Net_price,Remain_All_Aid_Applied,Current_Balance
50226218,SP2022 ,13005,515,3855,2220,19595,7000,7000,0,2750,7000,0,9750,6520,12595,9845,0
50226218,SP2023 ,13500,550,4560,2325,20935,7000,7000,0,3250,7000,0,10250,7050,13935,10685,0
50226218,SP2024 ,14750,600,5720,1270,22340,7000,7000,0,3750,7000,0,10750,8350,15340,11590,0
50236621,SP2024 ,14750,600,5410,2450,23210,5000,5000,0,NULL,5000,0,5000,10350,18210,18210,0
50225149,FA2022 ,13005,515,4260,2220,20000,9500,0,9500,NULL,9500,0,9500,4020,10500,10500,0
50225149,SP2022 ,13005,515,4260,2220,20000,9500,0,9500,NULL,9500,0,9500,4020,10500,10500,0
50232369,FA2024 ,14750,600,5410,2450,23210,6500,6500,0,NULL,6500,0,6500,8850,16710,16710,0
50232369,SP2024 ,14750,600,5410,2450,23210,6500,6500,0,NULL,6500,0,6500,8850,16710,16710,0
50228380,SP2022 ,14269,7231,7231,NULL,21500,0,0,0,NULL,0,0,0,21500,21500,21500,0
50228927,FA2023 ,13500,550,4560,2325,20935,0,0,0,7918,13923,13500,21841,127,7012,-906,1694.67
50228927,FA2024 ,14750,600,4790,2450,22590,0,0,0,3250,14750,14750,18000,600,7840,4590,1694.67
50228927,SP2023 ,13500,550,4560,2325,20935,0,0,0,7918,13922,13500,21840,128,7013,-905,1694.67
50228927,SP2024 ,14750,600,4790,2450,22590,0,0,0,3250,14750,14750,18000,600,7840,4590,1694.67
50228201,FA2023 ,13500,550,4560,2325,20935,6500,6500,0,2750,6500,0,9250,7550,14435,11685,4566
50228201,FA2024 ,14750,600,5410,2450,23210,6500,6500,0,3250,6500,0,9750,8850,16710,13460,4566
50228201,SP2023 ,13500,550,4560,2325,20935,6500,6500,0,2750,6500,0,9250,7550,14435,11685,4566
50228201,SP2024 ,14750,600,5410,2450,23210,6500,6500,0,3250,6500,0,9750,8850,16710,13460,4566
50224341,FA2022 ,13005,515,4810,2220,20550,8250,8250,0,2750,8250,0,11000,5270,12300,9550,130
50224341,FA2023 ,13500,550,4790,1200,20040,8250,8250,0,3250,8250,0,11500,5800,11790,8540,130
50224341,FA2024 ,14750,600,6090,NULL,21440,8250,8250,0,3750,8250,0,12000,7100,13190,9440,130
50224341,SP2022 ,13005,515,4810,2220,20550,8250,8250,0,2750,8250,0,11000,5270,12300,9550,130
50224341,SP2023 ,13500,550,4790,NULL,18840,8250,8250,0,3250,8250,0,11500,5800,10590,7340,130
50224341,SP2024 ,14750,600,6090,NULL,21440,8250,8250,0,3750,8250,0,12000,7100,13190,9440,130
50205186,FA2021 ,12625,500,4270,NULL,17395,0,0,0,3750,500,0,4250,12625,16895,13145,0
50205186,FA2022 ,13005,515,NULL,NULL,13520,0,0,0,3750,0,0,3750,13520,13520,9770,0
50205186,SP2021 ,12625,500,4270,NULL,17395,0,0,0,3750,0,0,3750,13125,17395,13645,0
50228202,FA2023 ,13500,550,4990,2745,21785,7000,7000,0,2750,8000,0,10750,6050,13785,11035,-312
50228202,FA2024 ,14750,600,5240,2450,23040,7000,1000,6000,0,8100,0,8100,7250,14940,14940,-312
50228202,SP2023 ,13500,550,4990,2325,21365,7000,7000,0,2750,7000,0,9750,7050,14365,11615,-312
50228202,SP2024 ,4070,NULL,0,0,4070,0,0,0,0,0,0,0,4070,4070,4070,-312
50218467,FA2021 ,12625,500,NULL,NULL,13125,925,925,0,2750,1925,0,4675,11200,11200,8450,0
50218467,FA2022 ,13005,515,NULL,NULL,13520,25,25,0,10850,3448,0,14298,10072,10072,-778,0
50218467,FA2023 ,13500,550,NULL,NULL,14050,925,0,925,24750,925,0,25675,13125,13125,-11625,0
50218467,FA2024 ,14750,600,NULL,NULL,15350,925,0,925,22175,925,0,23100,14425,14425,-7750,0
50218467,SP2021 ,12625,500,NULL,NULL,13125,925,925,0,14200,925,0,15125,12200,12200,-2000,0
50218467,SP2022 ,13005,515,NULL,NULL,13520,25,25,0,15250,3447,0,18697,10073,10073,-5177,0
50218467,SP2023 ,13500,550,NULL,NULL,14050,925,0,925,23250,925,0,24175,13125,13125,-10125,0
50218467,SP2024 ,8140,300,NULL,NULL,8440,511,0,511,24000,511,0,24511,7929,7929,-16071,0
50228046,FA2023 ,13500,550,5150,2325,21525,7500,7500,0,2750,7500,0,10250,6550,14025,11275,0
50228046,FA2024 ,14750,600,5410,2450,23210,7500,7500,0,NULL,7500,0,7500,7850,15710,15710,0
50228046,SP2023 ,13500,550,5150,2325,21525,7500,7500,0,2750,7500,0,10250,6550,14025,11275,0
50228046,SP2024 ,14750,600,5410,2450,23210,7500,7500,0,NULL,7500,0,7500,7850,15710,15710,0
50221489,FA2021 ,12625,500,3740,2110,18975,7750,7750,0,NULL,8750,0,8750,4375,10225,10225,-130
50221489,FA2022 ,13005,515,3855,2220,19595,7250,7250,0,NULL,7250,0,7250,6270,12345,12345,-130
50221489,FA2023 ,13500,550,4000,2325,20375,7250,7250,0,NULL,7250,0,7250,6800,13125,13125,-130
50221489,FA2024 ,14750,600,5030,1270,21650,10250,500,9750,NULL,10250,0,10250,5100,11400,11400,-130
50221489,SP2021 ,12625,500,3740,2110,18975,7750,7750,0,NULL,7750,0,7750,5375,11225,11225,-130
50221489,SP2022 ,13005,515,3855,2220,19595,7250,7250,0,NULL,7250,0,7250,6270,12345,12345,-130
50221489,SP2023 ,13500,550,4000,2325,20375,7250,7250,0,NULL,7250,0,7250,6800,13125,13125,-130
50221489,SP2024 ,2120,NULL,5030,NULL,7150,0,0,0,NULL,0,0,0,2120,7150,7150,-130
50222800,FA2021 ,12625,500,4050,2110,19285,4500,4500,0,NULL,13000,0,13000,125,6285,6285,7000
50222800,FA2022 ,13005,515,4810,2220,20550,4000,4000,0,NULL,4000,0,4000,9520,16550,16550,7000
50222800,SP2021 ,12625,500,3740,2110,18975,4500,4500,0,NULL,4500,0,4500,8625,14475,14475,7000
50222800,SP2022 ,13005,515,4810,2220,20550,4000,4000,0,NULL,4000,0,4000,9520,16550,16550,7000
50222800,SP2024 ,14750,600,5410,2450,23210,4000,4000,0,NULL,4000,0,4000,11350,19210,19210,7000
50225202,FA2022 ,13005,515,3855,2220,19595,7150,7150,0,1750,10860,0,12610,2660,8735,6985,0
50230548,FA2023 ,13500,550,5150,2325,21525,22565,22565,0,NULL,22565,0,22565,-8515,-1040,-1040,0
50221506,FA2021 ,12625,500,4050,2110,19285,7250,7250,0,13453,8250,0,21703,4875,11035,-2418,-10
50221506,FA2022 ,13005,515,3855,2220,19595,7000,7000,0,10559,7000,0,17559,6520,12595,2036,-10
50221506,FA2023 ,13500,550,4000,1200,19250,6750,6750,0,12829,6750,0,19579,7300,12500,-329,-10
50221506,FA2024 ,14750,600,4200,1270,20820,7750,7750,0,13527,7750,0,21277,7600,13070,-457,-10
50221506,SP2021 ,12625,500,4050,2110,19285,7250,7250,0,10686,7250,0,17936,5875,12035,1349,-10
50221506,SP2022 ,13005,515,3855,2220,19595,7050,7050,0,13091,7050,0,20141,6470,12545,-546,-10
50221506,SP2023 ,13500,550,4000,1200,19250,6750,6750,0,13750,6750,0,20500,7300,12500,-1250,-10
50222694,FA2021 ,12625,500,4580,2110,19815,6250,6250,0,2750,7250,0,10000,5875,12565,9815,0
50222694,SP2021 ,12625,500,3740,2110,18975,6250,6250,0,2750,6250,0,9000,6875,12725,9975,0
50222200,FA2021 ,12625,500,4580,2110,19815,8500,8500,0,2750,10723,0,13473,2402,9092,6342,-31.33
50222200,FA2023 ,13500,550,4000,1200,19250,8000,8000,0,11653,9823,0,21476,4227,9427,-2226,-31.33
50222200,FA2024 ,14750,600,5030,1270,21650,8000,5000,3000,17460,9520,0,26980,5830,12130,-5330,-31.33
50222200,SP2021 ,12625,500,4580,2110,19815,8500,8500,0,9722,9222,0,18944,3903,10593,871,-31.33
50222200,SP2022 ,13005,515,3855,1140,18515,8000,8000,0,12000,8922,0,20922,4598,9593,-2407,-31.33
50222200,SP2023 ,13500,550,4000,1200,19250,8000,8000,0,11652,9822,0,21474,4228,9428,-2224,-31.33
50222200,SP2024 ,14750,600,5030,1270,21650,8000,5000,3000,15040,9520,0,24560,5830,12130,-2910,-31.33
50205464,FA2021 ,12625,500,NULL,NULL,13125,2425,2425,0,0,3425,0,3425,9700,9700,9700,0
50227661,FA2023 ,13500,550,5150,2325,21525,0,0,0,8336,14923,13500,23259,-873,6602,-1734,1496.33
50227661,FA2024 ,14750,600,4790,2450,22590,0,0,0,3250,15923,14750,19173,-573,6667,3417,1496.33
50227661,SP2023 ,13500,550,5150,2325,21525,0,0,0,8336,14922,13500,23258,-872,6603,-1733,1496.33
50227661,SP2024 ,14750,600,4790,2450,22590,0,0,0,3250,15922,14750,19172,-572,6668,3418,1496.33
50205121,FA2021 ,12625,500,5160,NULL,18285,9850,3150,6700,3750,11350,0,15100,1775,6935,3185,0
50205121,SP2021 ,12625,500,5160,NULL,18285,7850,3150,4700,3750,7850,0,11600,5275,10435,6685,0
50216694,FA2021 ,12625,500,3740,2110,18975,6425,6425,0,3750,7925,0,11675,5200,11050,7300,0
50216694,SP2021 ,12625,500,3740,2110,18975,6425,6425,0,12750,6425,0,19175,6700,12550,-200,0
50234961,FA2024 ,14750,600,5410,2450,23210,6000,6000,0,NULL,6000,0,6000,9350,17210,17210,80
50234961,SP2024 ,14750,600,5410,2450,23210,6000,6000,0,NULL,6000,0,6000,9350,17210,17210,80
50231451,FA2024 ,14750,600,4200,2680,22230,8500,8500,0,2750,9000,0,11750,6350,13230,10480,0
50231451,SP2024 ,14750,600,4200,2450,22000,8500,8500,0,2750,8500,0,11250,6850,13500,10750,0
50222465,FA2021 ,12625,500,4580,2110,19815,7250,7250,0,13057,9500,0,22557,3625,10315,-2742,-1726.94
50222465,FA2022 ,13005,515,4810,2220,20550,9500,7880,1620,10750,9500,0,20250,4020,11050,300,-1726.94
50222465,FA2023 ,13500,550,5150,2325,21525,9500,0,9500,8250,15098,0,23348,-1048,6427,-1823,-1726.94
50222465,FA2024 ,14750,600,5410,2450,23210,10500,5000,5500,9142,15698,0,24840,-348,7512,-1630,-1726.94
50222465,SP2021 ,12625,500,4580,2110,19815,7250,7250,0,11932,8500,0,20432,4625,11315,-617,-1726.94
50222465,SP2022 ,13005,515,4810,2220,20550,9500,7880,1620,10750,9500,0,20250,4020,11050,300,-1726.94
50222465,SP2023 ,13500,550,5150,2325,21525,9500,0,9500,8250,15097,0,23347,-1047,6428,-1822,-1726.94
50222465,SP2024 ,14750,600,5410,2450,23210,10500,5000,5500,9143,15697,0,24840,-347,7513,-1630,-1726.94
50221637,FA2021 ,12625,500,3740,2110,18975,9850,7850,2000,2750,13623,0,16373,-498,5352,2602,0
50221637,FA2022 ,13005,515,4810,2220,20550,11072,5500,5572,3250,12345,0,15595,1175,8205,4955,0
50221637,FA2023 ,13500,550,5440,1200,20690,11443,0,11443,0,23316,0,23316,-9266,-2626,-2626,0
50221637,FA2024 ,14750,600,5030,1270,21650,20350,0,20350,1650,24448,0,26098,-9098,-2798,-4448,0
50221637,SP2021 ,12625,500,3740,2110,18975,7850,7850,0,2750,10122,0,12872,3003,8853,6103,0
50221637,SP2022 ,13005,515,4810,2220,20550,8850,5500,3350,3250,10122,0,13372,3398,10428,7178,0
50221637,SP2023 ,13500,550,5440,NULL,19490,9350,0,9350,0,12722,0,12722,1328,6768,6768,0
50230225,FA2023 ,13500,550,4560,2325,20935,9000,9000,0,2750,9000,0,11750,5050,11935,9185,6873
50230225,FA2024 ,14750,600,4790,2450,22590,9000,6000,3000,3250,9000,0,12250,6350,13590,10340,6873
50230225,SP2023 ,13500,550,4560,2325,20935,9000,9000,0,2750,9000,0,11750,5050,11935,9185,6873
50230225,SP2024 ,14750,600,4790,2450,22590,9000,6000,3000,3250,9000,0,12250,6350,13590,10340,6873
50212664,FA2021 ,19340,860,5330,NULL,24670,0,0,0,3250,14125,12625,17375,6075,10545,7295,0
50212664,FA2022 ,19910,890,6310,NULL,26220,0,0,0,3750,16405,13005,20155,4395,9815,6065,0
50212664,SP2021 ,19340,860,5330,1080,25750,0,0,0,3250,12625,12625,15875,7575,13125,9875,0
50212664,SP2022 ,19910,890,6310,NULL,26220,0,0,0,3750,16405,13005,20155,4395,9815,6065,0
50221520,FA2021 ,12625,500,4050,2110,19285,7900,7900,0,2750,8900,0,11650,4225,10385,7635,-410
50221520,FA2022 ,13005,515,4260,2220,20000,7400,7400,0,3250,7400,0,10650,6120,12600,9350,-410
50221520,FA2023 ,13500,550,4560,1200,19810,7400,7400,0,3750,7400,0,11150,6650,12410,8660,-410
50221520,FA2024 ,14750,600,4790,NULL,20140,7400,5000,2400,3750,12863,0,16613,2487,7277,3527,-410
50221520,SP2021 ,12625,500,4050,2110,19285,7900,7900,0,2750,7900,0,10650,5225,11385,8635,-410
50221520,SP2022 ,13005,515,4260,2220,20000,7400,7400,0,3250,7400,0,10650,6120,12600,9350,-410
50221520,SP2023 ,13500,550,4560,2325,20935,7400,7400,0,3750,7400,0,11150,6650,13535,9785,-410
50221520,SP2024 ,14750,600,4790,NULL,20140,7400,5000,2400,3750,12862,0,16612,2488,7278,3528,-410
50229502,FA2023 ,13500,550,4000,2325,20375,6000,6000,0,2750,6000,0,8750,8050,14375,11625,2738.25
50229502,FA2024 ,14750,600,5410,2450,23210,6000,6000,0,3250,10098,0,13348,5252,13112,9862,2738.25
50229502,SP2023 ,13500,550,4000,2325,20375,6000,6000,0,2750,6000,0,8750,8050,14375,11625,2738.25
50229502,SP2024 ,14750,600,5410,2450,23210,6000,6000,0,3250,10097,0,13347,5253,13113,9863,2738.25
50231667,FA2024 ,14750,600,4200,2450,22000,7000,7000,0,2750,7000,0,9750,8350,15000,12250,0
50213778,FA2021 ,12625,500,NULL,NULL,13125,4140,4140,0,8000,4140,0,12140,8985,8985,985,0
50213778,FA2022 ,13005,515,NULL,NULL,13520,3640,3640,0,13750,3640,0,17390,9880,9880,-3870,0
50213778,FA2023 ,13500,550,NULL,NULL,14050,3795,3795,0,11375,3795,0,15170,10255,10255,-1120,0
50213778,SP2021 ,12625,500,NULL,NULL,13125,4140,4140,0,8000,5640,0,13640,7485,7485,-515,0
50213778,SP2023 ,7450,275,NULL,NULL,7725,2094,2094,0,11375,2094,0,13469,5631,5631,-5744,0
50230212,FA2023 ,14500,7000,7000,NULL,21500,0,0,0,NULL,0,0,0,21500,21500,21500,0
50224405,FA2021 ,12625,500,4470,2110,19705,4500,4500,0,8471,4500,0,12971,8625,15205,6734,0
50224405,FA2023 ,7450,550,4990,2325,15315,2207,2207,0,3750,2207,0,5957,5793,13108,9358,0
50224405,SP2021 ,6960,500,4470,2110,14040,2481,2481,0,8250,2481,0,10731,4979,11559,3309,0
50224405,SP2022 ,7170,515,4380,2220,14285,2205,2205,0,3750,2205,0,5955,5480,12080,8330,0
50224405,SP2023 ,3720,NULL,NULL,NULL,3720,0,0,0,0,0,0,0,3720,3720,3720,0
50232062,FA2024 ,14750,600,5410,2450,23210,8000,8000,0,2750,8000,0,10750,7350,15210,12460,0
50232062,SP2024 ,14750,600,5410,2450,23210,8000,8000,0,2750,8000,0,10750,7350,15210,12460,0
50129702,FA2022 ,13005,515,3855,2220,19595,6500,6500,0,2750,6500,0,9250,7020,13095,10345,0
50129702,FA2023 ,13500,550,5150,2325,21525,6500,6500,0,3250,6500,0,9750,7550,15025,11775,0
50129702,FA2024 ,14750,600,5410,2450,23210,6500,6500,0,3750,6500,0,10250,8850,16710,12960,0
50129702,SP2022 ,13005,515,4810,2220,20550,6500,6500,0,2750,6500,0,9250,7020,14050,11300,0
50129702,SP2023 ,13500,550,5150,2325,21525,6500,6500,0,3250,6500,0,9750,7550,15025,11775,0
50129702,SP2024 ,14750,600,5410,2450,23210,6500,6500,0,3750,6500,0,10250,8850,16710,12960,0
50231381,FA2024 ,14750,600,5410,2450,23210,7000,7000,0,NULL,7000,0,7000,8350,16210,16210,0
50231381,SP2024 ,14750,600,5410,2450,23210,7000,7000,0,NULL,7000,0,7000,8350,16210,16210,0
50233892,FA2024 ,14750,600,4200,2450,22000,9000,0,9000,NULL,9000,0,9000,6350,13000,13000,0
50233892,SP2024 ,14750,600,4200,2450,22000,9000,0,9000,NULL,9000,0,9000,6350,13000,13000,0
50203887,FA2021 ,12625,500,4830,1080,19035,925,925,0,3750,1925,0,5675,11200,17110,13360,0
50203887,SP2021 ,12625,500,4830,1080,19035,925,925,0,3750,925,0,4675,12200,18110,14360,0
50229040,FA2023 ,13500,550,4000,2325,20375,6500,6500,0,2750,6500,0,9250,7550,13875,11125,5475.64
50229040,FA2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,5475.64
50229040,SP2023 ,13500,550,4000,2325,20375,6500,6500,0,2750,6500,0,9250,7550,13875,11125,5475.64
50229040,SP2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,5475.64
50233717,FA2024 ,14750,600,4200,2450,22000,8950,7850,1100,10250,10070,0,20320,5280,11930,1680,-5338.32
50233717,SP2024 ,14750,600,4200,2450,22000,8950,7850,1100,10250,15820,0,26070,-470,6180,-4070,-5338.32
50211965,FA2021 ,12625,500,3740,2110,18975,0,0,0,NULL,1500,0,1500,11625,17475,17475,0
50211965,FA2022 ,13005,515,4810,2220,20550,0,0,0,NULL,0,0,0,13520,20550,20550,0
50211965,FA2023 ,13500,550,5440,NULL,19490,0,0,0,NULL,0,0,0,14050,19490,19490,0
50211965,SP2021 ,12625,500,3740,2110,18975,0,0,0,NULL,0,0,0,13125,18975,18975,0
50211965,SP2022 ,13005,515,4810,2220,20550,0,0,0,NULL,0,0,0,13520,20550,20550,0
50211965,SP2023 ,13500,550,5440,1200,20690,0,0,0,NULL,0,0,0,14050,20690,20690,0
50210296,FA2021 ,12625,500,4580,2110,19815,1825,1825,0,3250,7798,0,11048,5327,12017,8767,0
50210296,SP2022 ,7170,257,NULL,NULL,7427,868,868,0,3250,4875,0,8125,2552,2552,-698,0
50229727,FA2024 ,14750,600,5410,2450,23210,7000,0,7000,16250,7000,0,23250,8350,16210,-40,0
50229727,SP2024 ,14750,600,5410,2450,23210,7000,0,7000,16250,7000,0,23250,8350,16210,-40,0
50204768,FA2021 ,19340,860,5130,NULL,24470,7500,7500,0,22750,9000,0,31750,11200,15470,-7280,0
50204768,SP2021 ,19340,860,5130,NULL,24470,7500,7500,0,3750,7500,0,11250,12700,16970,13220,0
50224785,FA2022 ,13005,515,4810,2220,20550,9500,0,9500,2750,16948,0,19698,-3428,3602,852,0
50224785,FA2023 ,13500,550,4000,2325,20375,9500,0,9500,3250,15573,0,18823,-1523,4802,1552,0
50224785,FA2024 ,14750,7250,7250,NULL,22000,8400,6400,2000,3750,16098,0,19848,5902,5902,2152,0
50224785,SP2022 ,13005,515,4810,2220,20550,9500,0,9500,2750,16947,0,19697,-3427,3603,853,0
50224785,SP2023 ,13500,550,4000,2325,20375,9500,0,9500,3250,15572,0,18822,-1522,4803,1553,0
50224785,SP2024 ,14750,600,4200,2450,22000,9500,0,9500,3750,17197,0,20947,-1847,4803,1053,0
50223303,FA2021 ,12625,500,3740,2110,18975,5200,5200,0,2750,6200,0,8950,6925,12775,10025,0
50223303,FA2022 ,13005,515,3855,2220,19595,5200,5200,0,NULL,5200,0,5200,8320,14395,14395,0
50223303,SP2021 ,5200,500,3740,2110,11550,2142,2142,0,0,2142,0,2142,3558,9408,9408,0
50227793,FA2023 ,13500,550,4000,2325,20375,6500,6500,0,NULL,6500,0,6500,7550,13875,13875,0
50227793,FA2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,0
50227793,SP2023 ,13500,550,4000,2325,20375,6500,6500,0,NULL,6500,0,6500,7550,13875,13875,0
50227793,SP2024 ,14750,600,4200,2450,22000,6500,6500,0,NULL,6500,0,6500,8850,15500,15500,0
50231907,FA2024 ,14750,600,4200,2450,22000,7000,7000,0,NULL,7000,0,7000,8350,15000,15000,0
50231907,SP2024 ,14750,600,4200,2450,22000,7000,7000,0,NULL,7000,0,7000,8350,15000,15000,0
50231994,FA2024 ,14750,600,5410,2450,23210,6000,6000,0,0,6000,0,6000,9350,17210,17210,-4
50231994,SP2024 ,14750,600,5410,2450,23210,6000,6000,0,0,6000,0,6000,9350,17210,17210,-4
50206510,FA2021 ,12625,500,4270,1080,18475,3925,1925,2000,3750,5425,0,9175,7700,13050,9300,0
50206510,SP2021 ,12625,500,4270,1080,18475,1925,1925,0,3750,1925,0,5675,11200,16550,12800,0
50209956,FA2022 ,14269,7231,7231,NULL,21500,0,0,0,NULL,0,0,0,21500,21500,21500,0
50216270,FA2021 ,12625,500,4050,2110,19285,3925,3925,0,NULL,4425,0,4425,8700,14860,14860,0
50216270,SP2021 ,12625,500,4050,2110,19285,3925,3925,0,NULL,3925,0,3925,9200,15360,15360,0
50216250,FA2021 ,12625,500,4580,2110,19815,9500,0,9500,0,23073,0,23073,-9948,-3258,-3258,0
50216250,FA2022 ,13005,515,4810,2220,20550,9500,0,9500,0,21448,0,21448,-7928,-898,-898,0
50216250,FA2023 ,13500,550,4560,55.2,18665.2,10550,500,10050,0,24248,0,24248,-10198,-5582.8,-5582.8,0
50216250,SP2021 ,12625,500,4580,2110,19815,9801,301,9500,0,14373,0,14373,-1248,5442,5442,0
50216250,SP2022 ,13005,515,4810,2220,20550,9500,0,9500,0,16447,0,16447,-2927,4103,4103,0
50216250,SP2023 ,13500,550,4560,NULL,18610,10000,0,10000,0,16197,0,16197,-2147,2413,2413,0
50216255,FA2021 ,12625,500,3740,2110,18975,9500,0,9500,2750,16123,0,18873,-2998,2852,102,0
50216255,FA2022 ,13005,515,5420,1140,20080,9500,0,9500,3250,16448,0,19698,-2928,3632,382,0
50216255,FA2023 ,13500,550,4790,100.7,18940.7,13050,500,12550,0,20248,0,20248,-6198,-1307.3,-1307.3,0
50216255,FA2024 ,14750,7250,7250,NULL,22000,9500,6500,3000,3750,19198,0,22948,2802,2802,-948,0
50216255,SP2021 ,12625,500,3740,2110,18975,9500,0,9500,2750,16372,0,19122,-3247,2603,-147,0
50216255,SP2022 ,13005,515,5420,1140,20080,9500,0,9500,3250,16447,0,19697,-2927,3633,383,0
50216255,SP2023 ,13500,550,4790,NULL,18840,12500,0,12500,0,19697,0,19697,-5647,-857,-857,0
50228610,FA2023 ,13500,550,4000,2325,20375,9500,0,9500,2750,16698,0,19448,-2648,3677,927,-529.62
50228610,FA2024 ,14750,600,4200,2450,22000,9500,0,9500,0,16698,0,16698,-1348,5302,5302,-529.62
50228610,SP2023 ,13500,550,4000,2325,20375,9500,0,9500,2750,16697,0,19447,-2647,3678,928,-529.62
50228610,SP2024 ,14750,600,4200,2450,22000,9500,0,9500,0,20197,0,20197,-4847,1803,1803,-529.62
50221953,FA2021 ,12625,500,4580,2110,19815,5750,5750,0,2750,5750,0,8500,7375,14065,11315,0
50221953,FA2022 ,13005,515,4260,2220,20000,5250,5250,0,NULL,5250,0,5250,8270,14750,14750,0
50221953,FA2023 ,13500,550,5440,1200,20690,5250,5250,0,NULL,5250,0,5250,8800,15440,15440,0
50221953,FA2024 ,14750,600,NULL,NULL,15350,3623,3623,0,NULL,3623,0,3623,11727,11727,11727,0
50221953,SP2021 ,12625,500,4580,2110,19815,5750,5750,0,2750,5750,0,8500,7375,14065,11315,0
50221953,SP2022 ,13005,515,4260,2220,20000,5250,5250,0,NULL,5250,0,5250,8270,14750,14750,0
50221953,SP2023 ,13500,550,5440,1200,20690,5250,5250,0,NULL,5250,0,5250,8800,15440,15440,0
50221953,SP2024 ,14750,600,NULL,NULL,15350,3622,3622,0,NULL,3622,0,3622,11728,11728,11728,0
50204903,FA2021 ,12625,500,4830,NULL,17955,3925,0,3925,4875,11034,0,15909,2091,6921,2046,0
50204903,SP2021 ,12625,500,4830,NULL,17955,3925,0,3925,4875,9033,0,13908,4092,8922,4047,0
50224982,FA2022 ,13005,515,4260,2220,20000,6750,6750,0,2750,6750,0,9500,6770,13250,10500,0
50224982,FA2023 ,13500,550,5150,2325,21525,6750,6750,0,3250,7750,0,11000,6300,13775,10525,0
50224982,FA2024 ,14750,600,5720,1270,22340,6750,6750,0,3750,7750,0,11500,7600,14590,10840,0
50224982,SP2022 ,13005,515,4260,2220,20000,6750,6750,0,2750,6750,0,9500,6770,13250,10500,0
50224982,SP2023 ,13500,550,5150,2325,21525,6750,6750,0,3250,7750,0,11000,6300,13775,10525,0
50224982,SP2024 ,14750,600,5720,1270,22340,6750,6750,0,3750,7750,0,11500,7600,14590,10840,0
50225050,FA2022 ,13005,515,3855,2220,19595,6250,6250,0,0,9596,0,9596,3924,9999,9999,0
50204774,FA2021 ,12625,500,4830,1080,19035,5600,3275,2325,8870,12673,0,21543,452,6362,-2508,192
50229273,FA2023 ,13500,550,4560,2745,21355,7000,7000,0,2750,9500,0,12250,4550,11855,9105,0
50229273,FA2024 ,14750,600,4790,2900,23040,7000,7000,0,NULL,9500,0,9500,5850,13540,13540,0
50229273,SP2023 ,13500,550,4560,2745,21355,7000,7000,0,2750,7000,0,9750,7050,14355,11605,0
50229273,SP2024 ,14750,600,4790,2680,22820,7000,7000,0,NULL,7000,0,7000,8350,15820,15820,0
50215253,FA2021 ,12625,500,4580,2110,19815,6175,6175,0,NULL,10755,0,10755,2370,9060,9060,0
50215253,FA2022 ,13005,515,4810,2220,20550,6342,6342,0,NULL,11152,0,11152,2368,9398,9398,0
50215253,FA2023 ,13500,550,4790,1200,20040,5967,292,5675,NULL,8467,0,8467,5583,11573,11573,0
50215253,SP2021 ,12625,500,4580,2110,19815,6175,6175,0,NULL,10755,0,10755,2370,9060,9060,0
50215253,SP2022 ,13005,515,4810,2220,20550,6261,6261,0,NULL,11071,0,11071,2449,9479,9479,0
50215253,SP2023 ,1940,NULL,4790,0,6730,156,156,0,NULL,2156,0,2156,-216,4574,4574,0
50226477,FA2023 ,13500,550,4560,2325,20935,11000,6500,4500,NULL,11000,0,11000,3050,9935,9935,11836.96
50226477,FA2024 ,14750,600,4790,2450,22590,11000,6500,4500,NULL,11000,0,11000,4350,11590,11590,11836.96
50226477,SP2022 ,13005,515,4260,2220,20000,11000,9500,1500,NULL,11000,0,11000,2520,9000,9000,11836.96
50226477,SP2023 ,13500,550,4560,2325,20935,11000,6500,4500,NULL,11000,0,11000,3050,9935,9935,11836.96
50216319,FA2021 ,12625,500,3740,2110,18975,7325,7325,0,3250,8825,0,12075,4300,10150,6900,0
50216319,FA2022 ,13005,515,3855,2220,19595,7325,7325,0,3750,7325,0,11075,6195,12270,8520,0
50216319,FA2023 ,13500,550,4790,NULL,18840,7326,0,7326,3750,7326,0,11076,6724,11514,7764,0
50216319,SP2021 ,12625,500,3740,2110,18975,7325,7325,0,3250,7325,0,10575,5800,11650,8400,0
50216319,SP2023 ,13500,550,4790,NULL,18840,7324,0,7324,0,7324,0,7324,6726,11516,11516,0
50209443,FA2021 ,12625,500,4830,1080,19035,2425,2425,0,NULL,2425,0,2425,10700,16610,16610,0
50209443,FA2022 ,13005,515,5080,1140,19740,2925,2925,0,NULL,2925,0,2925,10595,16815,16815,0
50209443,SP2021 ,12625,500,4830,1080,19035,2425,2425,0,NULL,2425,0,2425,10700,16610,16610,0
50209443,SP2022 ,7170,515,5080,1140,13905,1337,1337,0,NULL,1337,0,1337,6348,12568,12568,0
50231512,FA2024 ,14750,600,4790,2450,22590,8000,8000,0,2750,8000,0,10750,7350,14590,11840,0
50231512,SP2024 ,14750,600,4790,2450,22590,8000,8000,0,2750,8000,0,10750,7350,14590,11840,0
