period,part_svyid,group,awakening_christian_faith,overall_course,discovery_relevancy,discovery_recommend,la_vida_powerful_exp
2023 FA,13647068491,Core,3,1,NA,NA,NA
2023 FA,5533550311,Core,4,3,NA,NA,NA
2023 FA,27279063691,Core,2,3,NA,NA,NA
2023 FA,36370717891,Core,4,4,NA,NA,NA
2023 FA,27561924671,Core,1,1,NA,NA,NA
2023 FA,971682431,Core,3,2,NA,NA,NA
2023 FA,5370485821,Core,4,4,NA,NA,NA
2023 FA,23729125271,Core,3,1,NA,NA,NA
2023 FA,40039190181,Core,4,4,NA,NA,NA
2023 FA,38006987961,Core,5,3,NA,NA,NA
2023 FA,36088341441,Core,2,2,NA,NA,NA
2023 FA,25908547261,Core,3,3,NA,NA,NA
2023 FA,15343477761,Core,5,3,NA,NA,NA
2023 FA,2380616151,Core,1,1,NA,NA,NA
2023 FA,5579116111,Core,3,3,NA,NA,NA
2023 FA,10520744381,Core,5,4,NA,NA,NA
2023 FA,30512078931,Core,2,1,NA,NA,NA
2023 FA,32927511861,Core,5,4,NA,NA,NA
2023 FA,37775796141,Core,4,4,NA,NA,NA
2023 FA,8794193611,Core,4,4,NA,NA,NA
2023 FA,35920615391,Core,3,3,NA,NA,NA
2023 FA,23216660331,Core,3,4,NA,NA,NA
2023 FA,33662813841,Core,4,4,NA,NA,NA
2023 FA,28915448511,Core,5,4,NA,NA,NA
2023 FA,8453678961,Core,5,4,NA,NA,NA
2023 FA,6784639261,Core,4,4,NA,NA,NA
2023 FA,4574276481,Core,5,4,NA,NA,NA
2023 FA,36566500231,Core,4,5,NA,NA,NA
2023 FA,7203701031,Core,5,4,NA,NA,NA
2023 FA,25259522281,Core,5,5,NA,NA,NA
2023 FA,24451220691,Core,3,4,NA,NA,NA
2023 FA,3539618231,Core,5,5,NA,NA,NA
2023 FA,11964120331,Core,NA,3,NA,NA,NA
2023 FA,1512992771,Core,5,4,NA,NA,NA
2023 FA,18625563591,Core,4,3,NA,NA,NA
2023 FA,27862402131,Core,5,5,NA,NA,NA
2023 FA,20855134281,Core,5,5,NA,NA,NA
2023 FA,11187100621,Core,3,2,NA,NA,NA
2023 FA,8853805781,Core,5,5,NA,NA,NA
2023 FA,33294866091,Core,3,2,NA,NA,NA
2023 FA,19475990641,Discovery,4,4,7,2,NA
2023 FA,9332562601,Discovery,4,5,8,2,NA
2023 FA,3053741221,Discovery,5,5,6,2,NA
2023 FA,7570622881,Discovery,5,5,9,2,NA
2023 FA,9170517601,Discovery,4,4,8,2,NA
2023 FA,33066204121,Discovery,2,2,2,1,NA
2023 FA,15380332791,Discovery,4,5,7,2,NA
2023 FA,38163674851,Discovery,5,5,10,2,NA
2023 FA,32899842681,Discovery,5,5,10,2,NA
2023 FA,23120057071,Discovery,5,5,8,2,NA
2023 FA,16998567891,Discovery,4,4,7,2,NA
2023 FA,10697964391,Discovery,4,4,7,2,NA
2023 FA,9155581191,Discovery,4,4,7,2,NA
2023 FA,35523642461,Discovery,5,5,10,2,NA
2023 FA,963222111,Discovery,5,5,10,2,NA
2023 FA,14553231801,Discovery,2,4,10,2,NA
2023 FA,7991797151,Discovery,5,5,7,2,NA
2023 FA,39578330401,Discovery,1,3,2,1,NA
2023 FA,1239168431,Discovery,2,2,2,1,NA
2023 FA,37943700531,Discovery,5,5,10,2,NA
2023 FA,31703658851,Discovery,4,5,10,2,NA
2023 FA,3857314121,Discovery,5,5,8,2,NA
2023 FA,34633492751,Discovery,4,5,8,2,NA
2023 FA,10429507161,Discovery,4,4,9,2,NA
2023 FA,38445069931,Discovery,4,5,7,2,NA
2023 FA,28524658831,Discovery,5,5,10,2,NA
2023 FA,34393024461,Discovery,4,5,7,2,NA
2023 FA,33789098671,Discovery,3,5,9,2,NA
2023 FA,24192347051,Discovery,1,2,3,1,NA
2023 FA,10467653671,Discovery,3,5,10,2,NA
2023 FA,32903143661,Discovery,4,4,6,2,NA
2023 FA,4990841781,Discovery,5,5,6,2,NA
2023 FA,24127136621,Discovery,4,5,7,2,NA
2023 FA,21691245471,Discovery,5,5,10,2,NA
2023 FA,10674993331,Discovery,5,5,5,2,NA
2023 FA,29549862841,Discovery,4,4,8,2,NA
2023 FA,401609491,Discovery,3,3,5,2,NA
2023 SP,16185809591,Core,5,5,NA,NA,NA
2023 SP,429565131,Core,4,4,NA,NA,NA
2023 SP,24159850671,Core,4,5,NA,NA,NA
2023 SP,17375681021,Core,3,4,NA,NA,NA
2023 SP,14805369741,Core,5,5,NA,NA,NA
2023 SP,25545915941,Core,3,3,NA,NA,NA
2023 SP,33137028871,Core,5,4,NA,NA,NA
2023 SP,15433401551,Core,5,4,NA,NA,NA
2023 SP,41091369991,Core,5,5,NA,NA,NA
2023 SP,38621220741,Core,5,4,NA,NA,NA
2023 SP,21938690271,Core,5,5,NA,NA,NA
2023 SP,34764305421,Core,5,5,NA,NA,NA
2023 SP,28735921391,Core,5,3,NA,NA,NA
2023 SP,1505279901,Core,4,4,NA,NA,NA
2023 SP,30739254081,Core,4,5,NA,NA,NA
2023 SP,6431528911,Core,4,5,NA,NA,NA
2023 SP,34910335521,Core,5,5,NA,NA,NA
2023 SP,16695505301,Core,5,5,NA,NA,NA
2023 SP,10531632131,Core,5,5,NA,NA,NA
2023 SP,31625292761,Core,5,5,NA,NA,NA
2023 SP,31230120741,Core,4,4,NA,NA,NA
2023 SP,9524322701,Core,4,4,NA,NA,NA
2023 SP,8896003851,Core,5,5,NA,NA,NA
2023 SP,40156271331,Core,5,5,NA,NA,NA
2023 SP,12055908291,Core,4,5,NA,NA,NA
2023 SP,29600327921,Core,5,5,NA,NA,NA
2023 SP,37293683021,Core,5,5,NA,NA,NA
2023 SP,38038710841,Core,5,5,NA,NA,NA
2023 SP,31227935181,Core,5,5,NA,NA,NA
2023 SP,25743799771,Core,5,5,NA,NA,NA
2023 SP,29597311641,Core,5,5,NA,NA,NA
2023 SP,19327544731,Core,5,5,NA,NA,NA
2023 SP,36720242981,Core,4,4,NA,NA,NA
2023 SP,17096802171,Core,4,4,NA,NA,NA
2023 SP,14131090601,Core,4,4,NA,NA,NA
2023 SP,5887143531,Core,4,5,NA,NA,NA
2023 SP,9891748691,Core,5,5,NA,NA,NA
2023 SP,16321622291,Core,5,5,NA,NA,NA
2023 SP,587961991,Core,5,4,NA,NA,NA
2023 SP,25105200081,Core,5,4,NA,NA,NA
2023 SP,36427043421,Core,4,5,NA,NA,NA
2023 SP,42655788041,Core,5,4,NA,NA,NA
2023 SP,41162331601,Core,5,5,NA,NA,NA
2023 SP,10511597611,Core,4,4,NA,NA,NA
2023 SP,22048246331,Core,4,4,NA,NA,NA
2023 SP,31023991201,Core,5,5,NA,NA,NA
2023 SP,384384971,Core,4,4,NA,NA,NA
2023 SP,15838435681,Core,4,4,NA,NA,NA
2023 SP,35571089521,Core,5,5,NA,NA,NA
2023 SP,26867305911,Core,5,5,NA,NA,NA
2023 SP,17642541691,Core,3,4,NA,NA,NA
2023 SP,11992976531,Core,5,5,NA,NA,NA
2023 SP,18216036381,Core,4,4,NA,NA,NA
2023 SP,24580255541,Core,5,5,NA,NA,NA
2023 SP,4764303401,Core,3,3,NA,NA,NA
2023 SP,31784644661,Core,5,5,NA,NA,NA
2023 SP,29208374401,Core,5,4,NA,NA,NA
2023 SP,11399939231,Core,4,5,NA,NA,NA
2023 SP,27563623081,Core,5,5,NA,NA,NA
2023 SP,12945585771,Core,5,5,NA,NA,NA
2023 SP,20690898611,Core,2,3,NA,NA,NA
2023 SP,1988245371,Core,5,4,NA,NA,NA
2023 SP,12294482981,Core,5,5,NA,NA,NA
2023 SP,31971134011,Core,5,5,NA,NA,NA
2023 SP,25293344441,Core,5,5,NA,NA,NA
2023 SP,20446803711,Core,4,5,NA,NA,NA
2023 SP,8885283411,Core,5,4,NA,NA,NA
2023 SP,3788503181,Core,5,5,NA,NA,NA
2023 SP,6643562271,Core,5,5,NA,NA,NA
2023 SP,16209791861,Core,4,4,NA,NA,NA
2023 SP,6083021531,Core,4,5,NA,NA,NA
2023 SP,31204188481,Core,4,4,NA,NA,NA
2023 SP,23918215341,Core,5,4,NA,NA,NA
2023 SP,12519610501,Core,5,5,NA,NA,NA
2023 SP,17920141491,Core,4,4,NA,NA,NA
2023 SP,30326551651,Core,4,5,NA,NA,NA
2023 SP,17154108351,Core,5,5,NA,NA,NA
2023 SP,27011127271,Core,5,4,NA,NA,NA
2023 SP,6939577631,Core,3,3,NA,NA,NA
2023 SP,28404993201,Core,5,5,NA,NA,NA
2023 SP,31722469101,Core,3,4,NA,NA,NA
2023 SP,31801358091,Core,5,4,NA,NA,NA
2023 SP,9260698831,Core,3,1,NA,NA,NA
2023 SP,20284735411,Core,4,4,NA,NA,NA
2023 SP,13244508891,Core,5,5,NA,NA,NA
2023 SP,22325401021,Core,4,4,NA,NA,NA
2023 SP,18272298341,Core,5,5,NA,NA,NA
2023 SP,8879374891,Core,5,5,NA,NA,NA
2023 SP,13089965931,Core,4,4,NA,NA,NA
2023 SP,17967900621,Core,5,5,NA,NA,NA
2023 SP,12736965441,Core,5,4,NA,NA,NA
2023 SP,9762049771,Core,4,2,NA,NA,NA
2023 SP,1011667211,Core,4,2,NA,NA,NA
2023 SP,39254262501,Core,3,3,NA,NA,NA
2023 SP,3802941231,Core,5,4,NA,NA,NA
2023 SP,12349768481,Core,5,5,NA,NA,NA
2023 SP,13095959581,Core,4,4,NA,NA,NA
2023 SP,5524371501,Core,5,5,NA,NA,NA
2023 SP,32755203161,Core,5,5,NA,NA,NA
2023 SP,20007322191,Core,5,4,NA,NA,NA
2023 SP,18148100621,Core,3,4,NA,NA,NA
2023 SP,20714104321,Core,5,5,NA,NA,NA
2023 SP,42211764521,Core,3,2,NA,NA,NA
2023 SP,30107743021,Core,5,4,NA,NA,NA
2023 SP,18700316951,Core,5,5,NA,NA,NA
2023 SP,21891282191,Core,4,4,NA,NA,NA
2023 SP,13239175951,Core,5,5,NA,NA,NA
2023 SP,33662462341,Core,2,3,NA,NA,NA
2023 SP,11590889661,Core,5,5,NA,NA,NA
2023 SP,25065468741,Core,5,4,NA,NA,NA
2023 SP,29041198641,Core,4,3,NA,NA,NA
2023 SP,23527899081,Core,5,5,NA,NA,NA
2023 SP,9724694711,Core,3,3,NA,NA,NA
2023 SP,37853621921,Core,5,5,NA,NA,NA
2023 SP,31286845131,Core,4,4,NA,NA,NA
2023 SP,1471129291,Core,4,5,NA,NA,NA
2023 SP,32980535411,Core,5,5,NA,NA,NA
2023 SP,32516051551,Core,5,4,NA,NA,NA
2023 SP,13983489871,Core,5,5,NA,NA,NA
2023 SP,28152298291,Core,2,3,NA,NA,NA
2023 SP,101512951,Core,1,1,NA,NA,NA
2023 SP,22328581141,Core,5,5,NA,NA,NA
2023 SP,26685601871,Core,5,4,NA,NA,NA
2023 SP,30723820801,Core,4,4,NA,NA,NA
2023 SP,19907651981,Core,4,3,NA,NA,NA
2023 SP,24199244121,Core,4,5,NA,NA,NA
2023 SP,4720003871,Core,5,5,NA,NA,NA
2023 SP,12334297621,Core,5,4,NA,NA,NA
2023 SP,27016579261,Core,5,5,NA,NA,NA
2023 SP,15815220331,Core,4,4,NA,NA,NA
2023 SP,27629378751,Core,5,5,NA,NA,NA
2023 SP,8501678051,Core,5,5,NA,NA,NA
2023 SP,33481257211,Core,5,5,NA,NA,NA
2023 SP,329096051,Core,5,5,NA,NA,NA
2023 SP,41493874561,Core,5,4,NA,NA,NA
2023 SP,39956952301,Core,4,4,NA,NA,NA
2023 SP,2474295081,Core,3,4,NA,NA,NA
2023 SP,35779480361,Core,4,4,NA,NA,NA
2023 SP,8527438331,Core,5,5,NA,NA,NA
2023 SP,28704958931,Core,2,3,NA,NA,NA
2023 SP,36846803061,Core,5,5,NA,NA,NA
2023 SP,511101371,Core,2,4,NA,NA,NA
2023 SP,18772189931,Core,5,5,NA,NA,NA
2023 SP,28725523771,Core,4,5,NA,NA,NA
2023 SP,7934748511,Core,4,4,NA,NA,NA
2023 SP,6860427501,Core,5,5,NA,NA,NA
2023 SP,11348545071,Core,5,5,NA,NA,NA
2023 SP,6789810591,Core,5,5,NA,NA,NA
2023 SP,33337225391,Core,5,5,NA,NA,NA
2023 SP,19862675291,Core,4,4,NA,NA,NA
2023 SP,20233144151,Core,5,4,NA,NA,NA
2023 SP,20258165071,Core,4,5,NA,NA,NA
2023 SP,14900275281,Core,4,4,NA,NA,NA
2023 SP,12434209351,Core,5,5,NA,NA,NA
2023 SP,4150959751,Core,5,5,NA,NA,NA
2023 SP,29040824771,Core,4,4,NA,NA,NA
2023 SP,25445632391,Core,4,4,NA,NA,NA
2023 SP,12924236031,Core,NA,3,NA,NA,NA
2023 SP,11812411981,Core,4,3,NA,NA,NA
2023 SP,4146274241,Core,4,3,NA,NA,NA
2023 SP,16035855381,Core,3,4,NA,NA,NA
2023 SP,12133848921,Core,4,4,NA,NA,NA
2023 SP,27843159111,Core,3,4,NA,NA,NA
2023 SP,41649965701,Core,3,5,NA,NA,NA
2023 SP,11097035861,Core,4,4,NA,NA,NA
2023 SP,23034719461,Core,5,5,NA,NA,NA
2023 SP,4546811461,Core,1,1,NA,NA,NA
2023 SP,24912347431,Core,3,2,NA,NA,NA
2023 SP,5519256811,Core,3,4,NA,NA,NA
2023 SP,24519318491,Core,4,4,NA,NA,NA
2023 SP,11844894551,Core,5,4,NA,NA,NA
2023 SP,21314158561,Core,3,2,NA,NA,NA
2023 SP,24677950501,Core,3,4,NA,NA,NA
2023 SP,9421873461,Core,4,4,NA,NA,NA
2023 SP,24022729251,Core,3,4,NA,NA,NA
2023 SP,30001262971,Core,5,5,NA,NA,NA
2023 SP,13960276201,Core,5,3,NA,NA,NA
2023 SP,33898561,Core,4,3,NA,NA,NA
2023 SP,20991177841,Core,5,5,NA,NA,NA
2023 SP,23621293301,Core,5,4,NA,NA,NA
2023 SP,35202852521,Core,5,5,NA,NA,NA
2023 SP,42749447991,Core,4,4,NA,NA,NA
2023 SP,7958912021,Core,5,4,NA,NA,NA
2023 SP,28041279851,Core,4,4,NA,NA,NA
2023 SP,12005205141,Core,4,5,NA,NA,NA
2023 SP,30468073791,Core,3,2,NA,NA,NA
2023 SP,42746809611,Core,5,3,NA,NA,NA
2023 SP,18255631691,Core,1,3,NA,NA,NA
2023 SP,21490064511,Core,4,5,NA,NA,NA
2023 SP,14830006691,Core,4,5,NA,NA,NA
2023 SP,13181289691,Core,5,4,NA,NA,NA
2023 SP,25864595631,Core,4,5,NA,NA,NA
2023 SP,18879932501,Core,3,2,NA,NA,NA
2023 SP,32660848271,Core,5,5,NA,NA,NA
2023 SP,37431172471,Core,5,5,NA,NA,NA
2023 SP,2934637801,Core,3,4,NA,NA,NA
2023 SP,41597472041,Core,4,4,NA,NA,NA
2023 SP,17692490941,Core,5,5,NA,NA,NA
2023 SP,14380285061,Core,3,2,NA,NA,NA
2023 SP,18576761,Core,3,3,NA,NA,NA
2023 SP,2332336811,Core,5,5,NA,NA,NA
2023 SP,16896115281,Core,4,3,NA,NA,NA
2023 SP,19612675051,Core,5,5,NA,NA,NA
2023 SP,3289132701,Core,1,1,NA,NA,NA
2023 SP,34898482631,Core,2,3,NA,NA,NA
2023 SP,33564173561,Core,5,4,NA,NA,NA
2023 SP,25656085411,Core,3,3,NA,NA,NA
2023 SP,41741285331,Core,4,4,NA,NA,NA
2023 SP,2333161311,Core,5,5,NA,NA,NA
2023 SP,36502042931,Core,5,5,NA,NA,NA
2023 SP,39746523611,Core,1,4,NA,NA,NA
2023 SP,5998062391,Core,4,5,NA,NA,NA
2023 SP,930460121,Core,4,4,NA,NA,NA
2023 SP,37928049081,Core,5,4,NA,NA,NA
2023 SP,10796724431,Core,4,4,NA,NA,NA
2023 SP,34528420351,Core,5,5,NA,NA,NA
2023 SP,15377711711,Core,3,1,NA,NA,NA
2023 SP,25591283551,Core,4,5,NA,NA,NA
2023 SP,10347218571,Core,1,1,NA,NA,NA
2023 SP,20478985051,Core,3,3,NA,NA,NA
2023 SP,8410063811,Core,4,5,NA,NA,NA
2023 SP,33611207131,Core,4,4,NA,NA,NA
2023 SP,40217435171,Core,4,3,NA,NA,NA
2023 SP,32268158101,Core,5,4,NA,NA,NA
2023 SP,4693331731,Core,5,4,NA,NA,NA
2023 SP,10499198051,Core,5,5,NA,NA,NA
2023 SP,22724308351,Core,1,1,NA,NA,NA
2023 SP,31050208311,Core,2,2,NA,NA,NA
2023 SP,8381042511,Core,5,5,NA,NA,NA
2023 SP,18814600061,Core,5,5,NA,NA,NA
2023 SP,33930585631,Core,5,4,NA,NA,NA
2023 SP,315385721,Core,4,5,NA,NA,NA
2023 SP,5914791361,Core,4,4,NA,NA,NA
2023 SP,21377275411,Core,4,4,NA,NA,NA
2023 SP,5498171151,Core,3,2,NA,NA,NA
2023 SP,39556143801,Core,1,1,NA,NA,NA
2023 SP,10563299881,Core,2,2,NA,NA,NA
2023 SP,23445891561,Core,3,3,NA,NA,NA
2023 SP,6478357491,Core,2,2,NA,NA,NA
2023 SP,95307961,Core,4,3,NA,NA,NA
2023 SP,10435710761,Core,4,4,NA,NA,NA
2023 SP,39468294831,Core,5,4,NA,NA,NA
2023 SP,5072004771,Core,4,3,NA,NA,NA
2023 SP,16664947471,Core,4,4,NA,NA,NA
2023 SP,26367168351,Core,1,1,NA,NA,NA
2023 SP,1528469791,Core,5,5,NA,NA,NA
2023 SP,3383521551,Core,2,5,NA,NA,NA
2023 SP,21400835081,Core,5,4,NA,NA,NA
2023 SP,42537260331,Core,1,1,NA,NA,NA
2023 SP,23095548811,Core,5,4,NA,NA,NA
2023 SP,671913691,Core,3,4,NA,NA,NA
2023 SP,18380277791,Core,2,5,NA,NA,NA
2023 SP,34111949971,Core,2,2,NA,NA,NA
2023 SP,28218094891,Core,5,5,NA,NA,NA
2023 SP,20055821441,Core,3,2,NA,NA,NA
2023 SP,24775428881,Core,3,3,NA,NA,NA
2023 SP,16765503861,Core,3,3,NA,NA,NA
2023 SP,41052150461,Core,4,4,NA,NA,NA
2023 SP,37200809231,Core,1,1,NA,NA,NA
2023 SP,22669250221,Core,4,4,NA,NA,NA
2023 SP,8262351831,Core,1,2,NA,NA,NA
2023 SP,3467721991,Core,2,2,NA,NA,NA
2023 SP,33687394441,Core,4,4,NA,NA,NA
2023 SP,28741993121,Core,3,3,NA,NA,NA
2023 SP,21157723691,Core,4,4,NA,NA,NA
2023 SP,10837344601,Core,2,4,NA,NA,NA
2023 SP,29240393171,Core,4,4,NA,NA,NA
2023 SP,11383365221,Core,1,1,NA,NA,NA
2023 SP,39919393911,Core,2,1,NA,NA,NA
2023 SP,42229468721,Core,4,3,NA,NA,NA
2023 SP,36983485621,Core,5,5,NA,NA,NA
2023 SP,18367649641,Core,2,1,NA,NA,NA
2023 SP,4768354071,Core,2,1,NA,NA,NA
2023 SP,816112291,Core,1,1,NA,NA,NA
2023 SP,2340895381,Core,5,5,NA,NA,NA
2023 SP,40766932071,Core,4,2,NA,NA,NA
2023 SP,14109313211,Core,2,1,NA,NA,NA
2023 SP,14273339541,Core,3,2,NA,NA,NA
2023 SP,716719131,Core,2,1,NA,NA,NA
2023 SP,17680373451,Core,1,1,NA,NA,NA
2023 SP,8245171141,Core,3,2,NA,NA,NA
2023 SP,37715042291,Core,4,1,NA,NA,NA
2023 SP,5774483161,Core,5,4,NA,NA,NA
2023 SP,34473960891,Core,4,3,NA,NA,NA
2023 SP,40448639721,Core,5,4,NA,NA,NA
2023 SP,6346848431,Core,1,1,NA,NA,NA
2023 SP,30639080521,Core,3,1,NA,NA,NA
2023 SP,20121379311,Core,2,2,NA,NA,NA
2023 SP,16852479311,Core,3,3,NA,NA,NA
2023 SP,26647510431,Core,1,1,NA,NA,NA
2023 SP,23096477761,Core,3,1,NA,NA,NA
2023 SP,8750700351,Core,1,1,NA,NA,NA
2023 SP,22780649661,Core,4,1,NA,NA,NA
2023 SP,7494610111,Core,4,2,NA,NA,NA
2023 SP,5565035961,Core,5,5,NA,NA,NA
2023 SP,19327790081,Core,5,3,NA,NA,NA
2023 SP,15239710441,Core,1,1,NA,NA,NA
2023 SP,12668329341,Core,4,1,NA,NA,NA
2023 SP,32377546261,Core,3,2,NA,NA,NA
2023 SP,23511997361,Core,3,1,NA,NA,NA
2023 SP,2630786581,Core,4,2,NA,NA,NA
2023 SP,26198119321,Core,5,2,NA,NA,NA
2023 SP,14899004921,Core,3,3,NA,NA,NA
2023 SP,12150075651,Core,4,4,NA,NA,NA
2023 SP,20668184531,Core,1,1,NA,NA,NA
2023 SP,5300954611,Core,5,2,NA,NA,NA
2023 SP,28506560401,Core,2,1,NA,NA,NA
2023 SP,16772108261,Core,1,2,NA,NA,NA
2023 SP,1956658491,Core,3,3,NA,NA,NA
2023 SP,2412264961,Core,4,4,NA,NA,NA
2023 SP,27811384971,Core,4,3,NA,NA,NA
2023 SP,26927774251,Core,5,4,NA,NA,NA
2023 SP,8094741121,Core,3,3,NA,NA,NA
2023 SP,22639740711,Core,5,4,NA,NA,NA
2023 SP,36702143201,Core,4,3,NA,NA,NA
2023 SP,4756515341,Core,4,4,NA,NA,NA
2023 SP,19587352441,Core,5,4,NA,NA,NA
2023 SP,22474642031,Core,2,4,NA,NA,NA
2023 SP,36901882921,Core,5,5,NA,NA,NA
2023 SP,6367934781,Core,5,3,NA,NA,NA
2023 SP,21660583491,Core,4,4,NA,NA,NA
2023 SP,27544478381,Core,2,1,NA,NA,NA
2023 SP,38880240881,Core,5,5,NA,NA,NA
2023 SP,37653509561,Core,1,1,NA,NA,NA
2023 SP,13744057671,Core,4,4,NA,NA,NA
2023 SP,11471398971,Core,5,5,NA,NA,NA
2023 SP,13992699841,Core,5,4,NA,NA,NA
2023 SP,34946382961,Core,5,5,NA,NA,NA
2023 SP,25724165161,Core,5,4,NA,NA,NA
2023 SP,9937524751,Core,5,5,NA,NA,NA
2023 SP,33741452221,Core,5,4,NA,NA,NA
2023 SP,20546951981,Discovery,4,5,6,2,NA
2023 SP,2327983191,Discovery,1,1,1,1,NA
2023 SP,40282719261,Discovery,4,5,8,2,NA
2023 SP,11096339121,Discovery,5,4,9,2,NA
2023 SP,15525163611,Discovery,5,5,10,2,NA
2023 SP,12432042111,Discovery,5,5,10,2,NA
2023 SU,10267300591,La Vida,5,5,NA,NA,2
2023 SU,9560032351,La Vida,4,5,NA,NA,2
2023 SU,26725225691,La Vida,5,5,NA,NA,2
2023 SU,15181772101,La Vida,4,5,NA,NA,2
2023 SU,9427667131,La Vida,5,5,NA,NA,2
2023 SU,36727617711,La Vida,5,5,NA,NA,2
2023 SU,28607163241,La Vida,5,5,NA,NA,2
2023 SU,5234513471,La Vida,5,5,NA,NA,2
2023 SU,7885038841,La Vida,4,5,NA,NA,2
2023 SU,15094696581,La Vida,4,4,NA,NA,2
2023 SU,9897740831,La Vida,5,5,NA,NA,2
2023 SU,13082259411,La Vida,5,5,NA,NA,2
2023 SU,29586732411,La Vida,5,5,NA,NA,2
2023 SU,27509106491,La Vida,4,5,NA,NA,2
2023 SU,38459163361,La Vida,5,5,NA,NA,2
2023 SU,39684860431,La Vida,5,5,NA,NA,2
2023 SU,18512325381,La Vida,4,3,NA,NA,2
2023 SU,17654305311,La Vida,5,5,NA,NA,2
2023 SU,16197942161,La Vida,4,5,NA,NA,2
2023 SU,9604393591,La Vida,4,5,NA,NA,2
2023 SU,13122981531,La Vida,5,5,NA,NA,2
2023 SU,1032874421,La Vida,5,5,NA,NA,2
2023 SU,28437528781,La Vida,5,5,NA,NA,2
2023 SU,6088934211,La Vida,5,5,NA,NA,2
2023 SU,36560438091,La Vida,5,4,NA,NA,2
2023 SU,11962012681,La Vida,4,5,NA,NA,2
2023 SU,23539065581,La Vida,5,5,NA,NA,2
2023 SU,9252622671,La Vida,4,5,NA,NA,1
2023 SU,5675191511,La Vida,5,5,NA,NA,2
2023 SU,8471148311,La Vida,5,4,NA,NA,1
2023 SU,6500115741,La Vida,5,4,NA,NA,2
2023 SU,20930538491,La Vida,5,5,NA,NA,2
2023 SU,12641935901,La Vida,5,5,NA,NA,2
2023 SU,31947328381,La Vida,4,5,NA,NA,2
2023 SU,23019291191,La Vida,4,5,NA,NA,2
2023 SU,4285877901,La Vida,4,5,NA,NA,2
2023 SU,18547045361,La Vida,3,4,NA,NA,2
2023 SU,41527444821,La Vida,5,5,NA,NA,2
2023 SU,40417439311,La Vida,5,5,NA,NA,2
2023 SU,22805992131,La Vida,5,5,NA,NA,2
2023 SU,1829200241,La Vida,3,4,NA,NA,2
2023 SU,24818777301,La Vida,4,4,NA,NA,2
2023 SU,2272069771,La Vida,4,5,NA,NA,2
2023 SU,38171131971,La Vida,4,5,NA,NA,2
2023 SU,710849061,La Vida,3,5,NA,NA,2
2023 SU,39291971261,La Vida,5,5,NA,NA,2
2023 SU,24346310371,La Vida,4,5,NA,NA,2
2023 SU,37827015541,La Vida,4,3,NA,NA,2
2023 SU,1142530451,La Vida,4,4,NA,NA,2
2023 SU,7900091971,La Vida,4,4,NA,NA,2
2023 SU,32396380811,La Vida,5,5,NA,NA,2
2023 SU,29770385421,La Vida,5,5,NA,NA,2
2023 SU,5670905271,La Vida,5,5,NA,NA,2
2023 SU,30998724851,La Vida,5,4,NA,NA,2
2023 SU,34856950911,La Vida,5,5,NA,NA,2
2023 SU,13699588641,La Vida,4,5,NA,NA,2
2023 SU,6480755901,La Vida,5,5,NA,NA,2
2023 SU,32155589081,La Vida,4,4,NA,NA,2
2023 SU,8494461531,La Vida,5,5,NA,NA,2
