ID_NUM,YR_CDE,TRM_CDE,SUBTERM_CDE,STUD_SEQ_NUM,TRANSACTION_STS,CRS_CDE,ADV_REQ_CDE,CRS_TITLE,GRADE_CDE,ENTRY_DTE,ENTRY_YR,ENTRY_TRM,YR_LA_VIDA_TAKEN,PRE_POST_FY
50147927,2013,SP,4Q,7,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50147974,2013,SP,4Q,5,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50147983,2013,SP,4Q,11,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150462,2013,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50150466,2013,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50150553,2013,SP,4Q,7,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150629,2013,FA,NA,6,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50150709,2013,SP,4Q,1,H,PED  015  E,PED015,DISCOVERY,P,2013-01-16T00:00:00Z,2012,SP,NA,NA
50143452,2014,FA,NA,10,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50143454,2012,SP,NA,5,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-01-16T00:00:00Z,2012,SP,First,After
50143471,2013,FA,1Q,5,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153048,2013,FA,1Q,1,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153053,2013,FA,1Q,4,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153081,2014,FA,NA,6,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPED: EARLY JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50134096,2014,FA,2Q,5,H,PED  015  F,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50134189,2014,FA,NA,5,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50134192,2014,FA,1Q,1,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50134617,2013,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50143504,2013,FA,NA,1,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50153213,2013,FA,2Q,5,H,PED  015  F,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50141844,2013,FA,1Q,6,D,PED  015  E,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50141844,2013,SP,4Q,5,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50142041,2013,FA,1Q,4,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50142146,2013,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50142287,2013,FA,NA,1,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50142290,2013,FA,NA,7,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50150719,2013,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,W,2013-08-28T00:00:00Z,2013,FA,First,After
50150720,2014,FA,NA,6,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERNCE-COMPASS,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50134935,2014,SP,4Q,1,H,PED  015  E,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50143534,2013,FA,NA,10,H,PED  016  E,PED016,LAVIDA WILDERNESS EXPERNCE-COMPASS,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50143690,2013,SP,4Q,1,D,PED  015  E,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50143702,2013,FA,NA,8,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,NA,2013-08-28T00:00:00Z,2013,FA,First,Before
50143702,2013,SP,4Q,8,D,PED  015  E,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50143713,2013,FA,1Q,5,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153295,2013,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50153373,2012,SP,NA,4,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2013-01-16T00:00:00Z,2012,SP,First,After
50135138,2014,SP,4Q,1,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50135902,2013,FA,NA,1,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50153392,2013,FA,2Q,5,H,PED  015  G,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153395,2013,FA,1Q,6,H,PED  015  B,PED015,DISCOVERY,P,2013-01-16T00:00:00Z,2012,SP,NA,NA
50153510,2014,FA,2Q,3,H,PED  015  G,PED015,DISCOVERY,W,2014-08-27T00:00:00Z,2014,FA,NA,NA
50153511,2014,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50153524,2013,FA,NA,3,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50153529,2013,FA,1Q,5,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153541,2014,FA,1Q,5,H,PED  015  E,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50153549,2014,FA,NA,6,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50135917,2012,FA,1Q,5,H,PED  015  B,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
50136101,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50136276,2013,FA,NA,9,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50136637,2014,FA,2Q,6,H,PED  015  H,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50142559,2013,SP,4Q,7,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50142572,2013,SP,4Q,3,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50142585,2013,FA,NA,5,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50143715,2013,FA,1Q,5,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50153679,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50153841,2013,FA,NA,5,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,NA,2013-08-28T00:00:00Z,2013,FA,First,Before
50153841,2013,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50153852,2013,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50153852,2014,FA,1Q,1,D,PED  015  B,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154169,2013,SP,4Q,8,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154175,2014,FA,2Q,4,H,PED  015  H,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50154180,2013,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50154184,2014,FA,1Q,8,H,PED  015  A,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50154205,2013,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50154210,2014,FA,1Q,4,H,PED  015  A,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50154310,2014,FA,1Q,6,H,PED  015  C,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50154337,2013,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50143735,2012,FA,2Q,5,H,PED  015  G,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
50143738,2013,FA,1Q,3,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150726,2013,SP,NA,5,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,NA,2013-08-28T00:00:00Z,2013,FA,First,After
50150726,2014,FA,1Q,8,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150739,2013,SP,4Q,5,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50136712,2013,FA,1Q,5,D,PED  015  D,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50136712,2013,SP,4Q,4,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50136796,2012,FA,1Q,5,H,PED  015  E,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
50154471,2013,SP,4Q,9,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50143739,2012,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2012-08-29T00:00:00Z,2012,FA,First,After
50147987,2013,SP,4Q,6,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50148058,2013,SP,4Q,6,H,PED  015  C,PED015,DISCOVERY,W,2013-08-28T00:00:00Z,2013,FA,NA,NA
50148162,2013,FA,1Q,1,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50148176,2013,FA,NA,6,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50148181,2013,FA,2Q,12,H,PED  015  F,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50148297,2013,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50148354,2012,SP,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE MAY,P,2013-01-16T00:00:00Z,2012,SP,First,After
50148391,2014,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50148757,2013,FA,NA,1,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50148768,2013,FA,NA,1,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50143757,2014,FA,1Q,5,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50143760,2013,FA,NA,5,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,NA,2013-08-28T00:00:00Z,2013,FA,First,Before
50150816,2014,FA,1Q,2,H,PED  015  B,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50150881,2013,FA,NA,1,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50142637,2014,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50142715,2014,FA,1Q,5,H,PED  015  A,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50142739,2013,FA,NA,8,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50154487,2013,FA,1Q,7,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154495,2014,FA,1Q,8,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50151743,2013,SP,4Q,4,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50151744,2013,FA,NA,8,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50151823,2013,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50152154,2013,FA,1Q,6,H,PED  015  E,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152336,2014,FA,1Q,5,H,PED  015  B,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50152402,2012,SP,4Q,5,H,PED  015  B,PED015,DISCOVERY,P,2013-01-16T00:00:00Z,2012,SP,NA,NA
50152406,2013,SP,4Q,5,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152444,2013,FA,2Q,11,H,PED  015  F,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152507,2014,SP,4Q,3,H,PED  015  D,PED015,DISCOVERY,F,2014-08-27T00:00:00Z,2014,FA,NA,NA
50152534,2013,FA,1Q,4,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152589,2013,FA,1Q,1,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150962,2013,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50150967,2013,SP,NA,11,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50154499,2013,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50154609,2013,FA,2Q,9,H,PED  015  J,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154749,2013,SP,4Q,1,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154752,2013,SP,4Q,7,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50150970,2013,SP,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50151206,2013,FA,1Q,4,H,PED  015  B,PED015,DISCOVERY,W,2013-08-28T00:00:00Z,2013,FA,NA,NA
50151461,2013,FA,NA,6,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50158950,2014,FA,2Q,9,H,PED  015  G,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50155679,2014,SP,4Q,12,D,PED  015  C,PED015,DISCOVERY,NA,2013-01-16T00:00:00Z,2012,SP,NA,NA
50155813,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50155886,2013,FA,NA,1,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50159093,2013,FA,2Q,11,H,PED  015  J,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50159101,2014,FA,NA,7,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50159250,2013,FA,1Q,5,H,PED  015  E,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154807,2013,FA,1Q,3,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154813,2014,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50159479,2014,SP,4Q,6,H,PED  015  A,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50159517,2014,FA,2Q,5,H,PED  015  G,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50159566,2013,FA,NA,5,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50154925,2013,FA,2Q,9,H,PED  015  F,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154981,2013,FA,NA,5,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50159743,2014,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50159776,2013,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50154997,2013,FA,NA,1,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50152624,2014,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50152630,2013,FA,1Q,2,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50154998,2013,SP,4Q,13,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50155000,2013,FA,NA,8,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50159780,2013,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50156089,2013,FA,1Q,5,H,PED  015  D,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50159966,2013,SP,NA,11,D,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,NA,2013-08-28T00:00:00Z,2013,FA,First,After
50159966,2014,FA,2Q,6,D,PED  015  F,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50156090,2013,FA,1Q,7,D,PED  015  A,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160010,2013,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50155060,2013,FA,1Q,3,D,PED  015  B,PED015,DISCOVERY,NA,2013-01-16T00:00:00Z,2012,SP,NA,NA
50155076,2012,SP,4Q,5,H,PED  015  B,PED015,DISCOVERY,P,2013-01-16T00:00:00Z,2012,SP,NA,NA
50156308,2013,FA,NA,1,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPERIENCE JUNE,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50156375,2014,SP,4Q,4,H,PED  015  B,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50156433,2013,FA,NA,7,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPERIENCE-JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50078583,2013,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50078661,2014,SP,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50078671,2012,FA,1Q,4,H,PED  015  E,PED015,DISCOVERY,P,2012-08-29T00:00:00Z,2012,FA,NA,NA
50156464,2013,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50156465,2013,FA,1Q,5,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160160,2013,FA,1Q,4,H,PED  015  E,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160471,2013,SP,4Q,1,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50078728,2011,SP,NA,8,H,PED  016  A,PED016,LAVIDA WILDERNESS EXP  MAY,P,2011-08-24T00:00:00Z,2011,FA,First,After
50156521,2014,FA,NA,7,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50156556,2014,FA,1Q,1,D,PED  015  C,PED015,DISCOVERY,NA,2014-08-27T00:00:00Z,2014,FA,NA,NA
50156556,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50156580,2014,FA,1Q,6,H,PED  015  A,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50160476,2013,FA,1Q,6,D,PED  015  A,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160476,2013,SP,4Q,6,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50078844,2011,FA,2Q,11,H,PED  015  F2,PED015,DISCOVERY,W,2011-08-24T00:00:00Z,2011,FA,NA,NA
50078844,2012,FA,1Q,5,D,PED  015  D,PED015,DISCOVERY,NA,2011-08-24T00:00:00Z,2011,FA,NA,NA
50078851,2013,FA,NA,4,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-01-16T00:00:00Z,2012,SP,Second,NA
50156641,2014,FA,NA,6,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50156687,2013,SP,4Q,1,D,PED  015  D,PED015,DISCOVERY,NA,2013-01-16T00:00:00Z,2012,SP,NA,NA
50156760,2013,FA,1Q,5,D,PED  015  C,PED015,DISCOVERY,NA,2013-01-16T00:00:00Z,2012,SP,NA,NA
50156848,2014,SP,4Q,1,H,PED  015  B,PED015,DISCOVERY,W,2014-08-27T00:00:00Z,2014,FA,NA,NA
50156986,2014,FA,NA,6,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50156995,2013,FA,1Q,1,H,PED  015  A,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50078968,2013,FA,1Q,4,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152635,2013,FA,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50160641,2013,FA,1Q,5,D,PED  015  E,PED015,DISCOVERY,NA,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160641,2013,SP,NA,8,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50152636,2013,FA,NA,1,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPERIENCE JULY,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50155257,2014,FA,NA,5,H,PED  016  D,PED016,LAVIDA WILDERNESS EXPED: LATE JULY,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50155296,2014,SP,4Q,1,H,PED  015  D,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50155297,2014,FA,NA,5,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50155298,2014,FA,2Q,6,H,PED  015  H,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
50160643,2013,SP,4Q,8,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50160762,2014,FA,NA,6,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION AUG,P,2014-08-27T00:00:00Z,2014,FA,First,Before
50161381,2014,FA,NA,6,H,PED  016  B,PED016,LAVIDA WILDERNESS EXPEDITION JUNE,W,2014-08-27T00:00:00Z,2014,FA,First,Before
50152668,2013,SP,NA,7,H,PED  016  C,PED016,LAVIDA WILDERNESS EXPED - ERLY JULY,P,2013-08-28T00:00:00Z,2013,FA,First,After
50152669,2013,FA,1Q,1,H,PED  015  B,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50156996,2013,FA,NA,8,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPERIENCE AUG,P,2013-08-28T00:00:00Z,2013,FA,First,Before
50157081,2014,SP,NA,1,H,PED  016  A,PED016,LAVIDA WILDERNESS EXPEDITION - MAY,P,2014-08-27T00:00:00Z,2014,FA,First,After
50152701,2013,FA,1Q,5,H,PED  015  C,PED015,DISCOVERY,P,2013-08-28T00:00:00Z,2013,FA,NA,NA
50152739,2014,FA,2Q,8,D,PED  015  G,PED015,DISCOVERY,NA,2014-08-27T00:00:00Z,2014,FA,NA,NA
50155317,2014,FA,2Q,4,H,PED  015  G,PED015,DISCOVERY,P,2014-08-27T00:00:00Z,2014,FA,NA,NA
